item_id,model_generation,model,condition,language_pair,task_family,ftga,rtt,unresolved,first_turn_tokens,total_input_tokens,total_output_tokens,total_tokens_until_stop,extra_tokens_after_first,token_tax
ar_en_SD_004,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,0,1,0,228,462,26,488,260,2.1403508771929824
ar_en_SD_005,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,1,0,0,245,216,29,245,0,1.0
ar_en_SD_006,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,0,3,1,248,800,72,872,624,3.5161290322580645
ar_en_SD_007,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,0,1,0,252,490,52,542,290,2.1507936507936507
ar_en_SD_008,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,0,3,1,252,818,96,914,662,3.626984126984127
ar_en_SD_009,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,1,0,0,238,214,24,238,0,1.0
ar_en_SD_010,GPT-4.1 family,gpt-4.1-nano,contract,ar-en,script_register_locale,0,1,0,244,482,47,529,285,2.168032786885246
es_en_SA_001,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,1,0,0,237,205,32,237,0,1.0
es_en_SA_002,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,228,444,55,499,271,2.18859649122807
es_en_SA_003,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,233,452,59,511,278,2.1931330472103006
es_en_SA_004,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,231,449,59,508,277,2.1991341991341993
es_en_SA_005,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,236,453,63,516,280,2.1864406779661016
es_en_SA_006,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,240,457,67,524,284,2.183333333333333
es_en_SA_007,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,226,441,52,493,267,2.1814159292035398
es_en_SA_008,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,227,441,56,497,270,2.1894273127753303
es_en_SA_009,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,233,451,61,512,279,2.1974248927038627
es_en_SA_010,GPT-4.1 family,gpt-4.1-nano,contract,es-en,editing_preservation,0,1,0,244,461,72,533,289,2.1844262295081966
es_en_SB_001,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,209,198,11,209,0,1.0
es_en_SB_002,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,207,197,10,207,0,1.0
es_en_SB_003,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,208,197,11,208,0,1.0
es_en_SB_004,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,208,198,10,208,0,1.0
es_en_SB_005,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,211,199,12,211,0,1.0
es_en_SB_006,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,203,195,8,203,0,1.0
es_en_SB_007,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,203,195,8,203,0,1.0
es_en_SB_008,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,204,196,8,204,0,1.0
es_en_SB_009,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,207,197,10,207,0,1.0
es_en_SB_010,GPT-4.1 family,gpt-4.1-nano,contract,es-en,output_language_inference,1,0,0,206,197,9,206,0,1.0
es_en_SC_001,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,218,202,16,218,0,1.0
es_en_SC_002,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,220,202,18,220,0,1.0
es_en_SC_003,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,217,202,15,217,0,1.0
es_en_SC_004,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,217,202,15,217,0,1.0
es_en_SC_005,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,218,202,16,218,0,1.0
es_en_SC_006,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,219,203,16,219,0,1.0
es_en_SC_007,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,218,202,16,218,0,1.0
es_en_SC_008,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,222,203,19,222,0,1.0
es_en_SC_009,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,217,202,15,217,0,1.0
es_en_SC_010,GPT-4.1 family,gpt-4.1-nano,contract,es-en,quote_preservation,1,0,0,217,202,15,217,0,1.0
es_en_SD_001,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,1,0,0,223,209,14,223,0,1.0
es_en_SD_002,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,1,0,0,245,217,28,245,0,1.0
es_en_SD_003,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,1,0,0,229,211,18,229,0,1.0
es_en_SD_004,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,1,0,0,225,210,15,225,0,1.0
es_en_SD_005,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,1,0,0,225,211,14,225,0,1.0
es_en_SD_006,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,1,0,0,244,219,25,244,0,1.0
es_en_SD_007,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,1,0,0,233,214,19,233,0,1.0
es_en_SD_008,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,0,3,1,238,769,64,833,595,3.5
es_en_SD_009,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,1,0,0,231,209,22,231,0,1.0
es_en_SD_010,GPT-4.1 family,gpt-4.1-nano,contract,es-en,script_register_locale,0,1,0,238,471,46,517,279,2.172268907563025
hi_en_SA_001,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,220,202,18,220,0,1.0
hi_en_SA_002,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,214,198,16,214,0,1.0
hi_en_SA_003,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,219,201,18,219,0,1.0
hi_en_SA_004,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,229,200,29,229,0,1.0
hi_en_SA_005,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,218,199,19,218,0,1.0
hi_en_SA_006,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,217,199,18,217,0,1.0
hi_en_SA_007,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,224,197,27,224,0,1.0
hi_en_SA_008,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,212,196,16,212,0,1.0
hi_en_SA_009,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,227,200,27,227,0,1.0
hi_en_SA_010,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,editing_preservation,1,0,0,220,199,21,220,0,1.0
hi_en_SB_001,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,206,195,11,206,0,1.0
hi_en_SB_002,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,204,194,10,204,0,1.0
hi_en_SB_003,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,205,194,11,205,0,1.0
hi_en_SB_004,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,205,195,10,205,0,1.0
hi_en_SB_005,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,208,196,12,208,0,1.0
hi_en_SB_006,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,200,192,8,200,0,1.0
hi_en_SB_007,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,200,192,8,200,0,1.0
hi_en_SB_008,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,201,193,8,201,0,1.0
hi_en_SB_009,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,204,194,10,204,0,1.0
hi_en_SB_010,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,output_language_inference,1,0,0,203,194,9,203,0,1.0
hi_en_SC_001,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,228,206,22,228,0,1.0
hi_en_SC_002,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,225,206,19,225,0,1.0
hi_en_SC_003,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,315,206,109,315,0,1.0
hi_en_SC_004,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,243,206,37,243,0,1.0
hi_en_SC_005,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,233,206,27,233,0,1.0
hi_en_SC_006,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,230,207,23,230,0,1.0
hi_en_SC_007,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,226,206,20,226,0,1.0
hi_en_SC_008,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,227,207,20,227,0,1.0
hi_en_SC_009,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,236,206,30,236,0,1.0
hi_en_SC_010,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,quote_preservation,1,0,0,261,206,55,261,0,1.0
hi_en_SD_001,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,1,0,0,239,218,21,239,0,1.0
hi_en_SD_002,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,1,0,0,251,226,25,251,0,1.0
hi_en_SD_003,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,1,0,0,240,220,20,240,0,1.0
hi_en_SD_004,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,1,0,0,235,219,16,235,0,1.0
hi_en_SD_005,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,1,0,0,238,220,18,238,0,1.0
hi_en_SD_006,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,1,0,0,260,228,32,260,0,1.0
hi_en_SD_007,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,1,0,0,246,223,23,246,0,1.0
hi_en_SD_008,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,0,3,1,273,853,97,950,677,3.47985347985348
hi_en_SD_009,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,0,1,0,234,471,43,514,280,2.1965811965811968
hi_en_SD_010,GPT-4.1 family,gpt-4.1-nano,contract,hi-en,script_register_locale,1,0,0,242,223,19,242,0,1.0
es_en_SA_001,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,117,178,142,320,203,2.735042735042735
es_en_SA_001,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,0,231,449,50,499,268,2.16017316017316
es_en_SA_002,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,101,158,115,273,172,2.702970297029703
es_en_SA_002,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,0,224,438,43,481,257,2.1473214285714284
es_en_SA_003,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,104,164,109,273,169,2.625
es_en_SA_003,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,0,229,446,47,493,264,2.1528384279475983
es_en_SA_004,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,134,193,167,360,226,2.6865671641791047
es_en_SA_004,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,0,224,440,43,483,259,2.15625
es_en_SA_005,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,111,169,129,298,187,2.684684684684685
es_en_SA_005,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,1,0,0,221,201,20,221,0,1.0
es_en_SA_006,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,131,189,187,376,245,2.8702290076335877
es_en_SA_006,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,0,225,440,44,484,259,2.151111111111111
es_en_SA_007,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,128,184,157,341,213,2.6640625
es_en_SA_007,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,0,219,432,38,470,251,2.146118721461187
es_en_SA_008,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,108,163,119,282,174,2.611111111111111
es_en_SA_008,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,0,219,431,37,468,249,2.136986301369863
es_en_SA_009,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,176,235,222,457,281,2.596590909090909
es_en_SA_009,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,0,226,442,44,486,260,2.150442477876106
es_en_SA_010,GPT-5.x family,gpt-5.4-mini,baseline,es-en,editing_preservation,0,1,0,106,164,116,280,174,2.641509433962264
es_en_SA_010,GPT-5.x family,gpt-5.4-mini,contract,es-en,editing_preservation,0,1,0,229,444,51,495,266,2.1615720524017465
es_en_SB_001,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,54,40,14,54,0,1.0
es_en_SB_001,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,211,197,14,211,0,1.0
es_en_SB_002,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,52,39,13,52,0,1.0
es_en_SB_002,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,209,196,13,209,0,1.0
es_en_SB_003,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,53,39,14,53,0,1.0
es_en_SB_003,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,210,196,14,210,0,1.0
es_en_SB_004,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,53,40,13,53,0,1.0
es_en_SB_004,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,210,197,13,210,0,1.0
es_en_SB_005,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,56,41,15,56,0,1.0
es_en_SB_005,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,214,198,16,214,0,1.0
es_en_SB_006,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,48,37,11,48,0,1.0
es_en_SB_006,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,205,194,11,205,0,1.0
es_en_SB_007,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,48,37,11,48,0,1.0
es_en_SB_007,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,205,194,11,205,0,1.0
es_en_SB_008,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,49,38,11,49,0,1.0
es_en_SB_008,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,207,195,12,207,0,1.0
es_en_SB_009,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,52,39,13,52,0,1.0
es_en_SB_009,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,209,196,13,209,0,1.0
es_en_SB_010,GPT-5.x family,gpt-5.4-mini,baseline,es-en,output_language_inference,1,0,0,51,39,12,51,0,1.0
es_en_SB_010,GPT-5.x family,gpt-5.4-mini,contract,es-en,output_language_inference,1,0,0,208,196,12,208,0,1.0
es_en_SC_001,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,62,44,18,62,0,1.0
es_en_SC_001,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,219,201,18,219,0,1.0
es_en_SC_002,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,62,44,18,62,0,1.0
es_en_SC_002,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,219,201,18,219,0,1.0
es_en_SC_003,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,62,44,18,62,0,1.0
es_en_SC_003,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,219,201,18,219,0,1.0
es_en_SC_004,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,62,44,18,62,0,1.0
es_en_SC_004,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,219,201,18,219,0,1.0
es_en_SC_005,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,62,44,18,62,0,1.0
es_en_SC_005,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,219,201,18,219,0,1.0
es_en_SC_006,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,64,45,19,64,0,1.0
es_en_SC_006,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,221,202,19,221,0,1.0
es_en_SC_007,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,62,44,18,62,0,1.0
es_en_SC_007,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,219,201,18,219,0,1.0
es_en_SC_008,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,64,45,19,64,0,1.0
es_en_SC_008,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,221,202,19,221,0,1.0
es_en_SC_009,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,62,44,18,62,0,1.0
es_en_SC_009,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,219,201,18,219,0,1.0
es_en_SC_010,GPT-5.x family,gpt-5.4-mini,baseline,es-en,quote_preservation,1,0,0,62,44,18,62,0,1.0
es_en_SC_010,GPT-5.x family,gpt-5.4-mini,contract,es-en,quote_preservation,1,0,0,219,201,18,219,0,1.0
es_en_SD_001,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,1,0,0,68,51,17,68,0,1.0
es_en_SD_001,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,1,0,0,226,208,18,226,0,1.0
es_en_SD_002,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,1,0,0,90,59,31,90,0,1.0
es_en_SD_002,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,1,0,0,247,216,31,247,0,1.0
es_en_SD_003,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,1,0,0,74,53,21,74,0,1.0
es_en_SD_003,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,1,0,0,231,210,21,231,0,1.0
es_en_SD_004,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,1,0,0,69,52,17,69,0,1.0
es_en_SD_004,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,1,0,0,229,209,20,229,0,1.0
es_en_SD_005,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,1,0,0,78,53,25,78,0,1.0
es_en_SD_005,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,1,0,0,227,210,17,227,0,1.0
es_en_SD_006,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,1,0,0,89,61,28,89,0,1.0
es_en_SD_006,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,1,0,0,246,218,28,246,0,1.0
es_en_SD_007,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,1,0,0,76,56,20,76,0,1.0
es_en_SD_007,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,1,0,0,232,213,19,232,0,1.0
es_en_SD_008,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,0,3,1,82,300,74,374,292,4.560975609756097
es_en_SD_008,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,0,3,1,239,770,72,842,603,3.5230125523012554
es_en_SD_009,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,1,0,0,75,51,24,75,0,1.0
es_en_SD_009,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,1,0,0,232,208,24,232,0,1.0
es_en_SD_010,GPT-5.x family,gpt-5.4-mini,baseline,es-en,script_register_locale,1,0,0,82,56,26,82,0,1.0
es_en_SD_010,GPT-5.x family,gpt-5.4-mini,contract,es-en,script_register_locale,0,1,0,240,471,53,524,284,2.183333333333333
hi_en_SA_001,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,104,44,60,104,0,1.0
hi_en_SA_001,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,225,201,24,225,0,1.0
hi_en_SA_002,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,97,40,57,97,0,1.0
hi_en_SA_002,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,216,197,19,216,0,1.0
hi_en_SA_003,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,102,43,59,102,0,1.0
hi_en_SA_003,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,221,200,21,221,0,1.0
hi_en_SA_004,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,102,42,60,102,0,1.0
hi_en_SA_004,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,220,199,21,220,0,1.0
hi_en_SA_005,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,101,41,60,101,0,1.0
hi_en_SA_005,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,218,198,20,218,0,1.0
hi_en_SA_006,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,97,41,56,97,0,1.0
hi_en_SA_006,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,218,198,20,218,0,1.0
hi_en_SA_007,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,96,39,57,96,0,1.0
hi_en_SA_007,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,216,196,20,216,0,1.0
hi_en_SA_008,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,92,38,54,92,0,1.0
hi_en_SA_008,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,211,195,16,211,0,1.0
hi_en_SA_009,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,98,42,56,98,0,1.0
hi_en_SA_009,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,219,199,20,219,0,1.0
hi_en_SA_010,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,editing_preservation,1,0,0,100,41,59,100,0,1.0
hi_en_SA_010,GPT-5.x family,gpt-5.4-mini,contract,hi-en,editing_preservation,1,0,0,221,198,23,221,0,1.0
hi_en_SB_001,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,51,37,14,51,0,1.0
hi_en_SB_001,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,208,194,14,208,0,1.0
hi_en_SB_002,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,49,36,13,49,0,1.0
hi_en_SB_002,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,206,193,13,206,0,1.0
hi_en_SB_003,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,50,36,14,50,0,1.0
hi_en_SB_003,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,207,193,14,207,0,1.0
hi_en_SB_004,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,50,37,13,50,0,1.0
hi_en_SB_004,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,207,194,13,207,0,1.0
hi_en_SB_005,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,52,38,14,52,0,1.0
hi_en_SB_005,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,210,195,15,210,0,1.0
hi_en_SB_006,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,45,34,11,45,0,1.0
hi_en_SB_006,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,202,191,11,202,0,1.0
hi_en_SB_007,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,45,34,11,45,0,1.0
hi_en_SB_007,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,202,191,11,202,0,1.0
hi_en_SB_008,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,46,35,11,46,0,1.0
hi_en_SB_008,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,203,192,11,203,0,1.0
hi_en_SB_009,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,49,36,13,49,0,1.0
hi_en_SB_009,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,206,193,13,206,0,1.0
hi_en_SB_010,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,output_language_inference,1,0,0,48,36,12,48,0,1.0
hi_en_SB_010,GPT-5.x family,gpt-5.4-mini,contract,hi-en,output_language_inference,1,0,0,205,193,12,205,0,1.0
hi_en_SC_001,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,73,48,25,73,0,1.0
hi_en_SC_001,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,1,0,0,228,205,23,228,0,1.0
hi_en_SC_002,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,73,48,25,73,0,1.0
hi_en_SC_002,GPT-5.x family,gpt-5.4-mini,contract,hi-en,quote_preservation,1,0,0,230,205,25,230,0,1.0
hi_en_SC_003,GPT-5.x family,gpt-5.4-mini,baseline,hi-en,quote_preservation,1,0,0,73,48,25,73,0,1.0
